small_area,precinct,weight
7994259,AKASIA,1.0
7990697,AKASIA,1.0
7990462,AKASIA,1.0
7990019,AKASIA,0.160083277889
7993010,AKASIA,1.0
7993188,AKASIA,1.0
7993149,AKASIA,1.0
7992224,AKASIA,1.0
7992239,AKASIA,1.0
7991553,AKASIA,1.0
7991265,AKASIA,1.0
7990959,AKASIA,1.0
7990749,AKASIA,1.0
7990554,AKASIA,1.0
7992190,AKASIA,1.0
7991319,AKASIA,1.0
7992405,AKASIA,1.0
7992463,AKASIA,1.0
7992464,AKASIA,1.0
7992632,AKASIA,1.0
7994488,AKASIA,1.0
7990100,AKASIA,1.0
7992658,AKASIA,1.0
7990540,AKASIA,1.0
7990695,AKASIA,1.0
7990933,AKASIA,1.0
7991204,AKASIA,1.0
7991951,AKASIA,1.0
7994461,AKASIA,1.0
7990112,AKASIA,1.0
7994292,AKASIA,0.0855229234088
7990076,AKASIA,0.000123089133016
6610573,AKASIA,1.7377327353e-05
7993145,AKASIA,0.00606907223008
7991576,AKASIA,0.00195216876699
7990045,AKASIA,0.200081577808
7991105,AKASIA,0.373292209358
7994044,AKASIA,0.000338427851686
7994512,AKASIA,0.997883687962
7990009,AKASIA,0.998910830819
6610746,AKASIA,0.000273929448769
7993911,AKASIA,0.998955123549
7990480,AKASIA,0.999457160537
7990797,AKASIA,0.000241467458572
7991807,AKASIA,0.000735899682675
6620043,BOITEKONG,0.998652583434
6620228,BOITEKONG,1.0
6620221,BOITEKONG,1.0
6620335,BOITEKONG,1.0
6620544,BOITEKONG,1.0
6620503,BOITEKONG,1.0
6620698,BOITEKONG,1.0
6620486,BOITEKONG,1.0
6620424,BOITEKONG,1.0
6620684,BOITEKONG,1.0
6620405,BOITEKONG,1.0
6620663,BOITEKONG,1.0
6620677,BOITEKONG,1.0
6620531,BOITEKONG,1.0
6620186,BOITEKONG,1.0
6620720,BOITEKONG,1.0
6620592,BOITEKONG,1.0
6620705,BOITEKONG,1.0
6620606,BOITEKONG,1.0
6620595,BOITEKONG,1.0
6620630,BOITEKONG,1.0
6620685,BOITEKONG,1.0
6620756,BOITEKONG,1.0
6620556,BOITEKONG,1.0
6620396,BOITEKONG,1.0
6620585,BOITEKONG,1.0
6620612,BOITEKONG,1.0
6620468,BOITEKONG,1.0
6620635,BOITEKONG,1.0
6620470,BOITEKONG,1.0
6620171,BOITEKONG,1.0
6620723,BOITEKONG,1.0
6620618,BOITEKONG,1.0
6620703,BOITEKONG,1.0
6620628,BOITEKONG,1.0
6620690,BOITEKONG,1.0
6620638,BOITEKONG,1.0
6620621,BOITEKONG,1.0
6620660,BOITEKONG,1.0
6620522,BOITEKONG,1.0
6620827,BOITEKONG,1.0
6620651,BOITEKONG,1.0
6620709,BOITEKONG,1.0
6620728,BOITEKONG,1.0
6620716,BOITEKONG,1.0
6620458,BOITEKONG,1.0
6620545,BOITEKONG,1.0
6620564,BOITEKONG,1.0
6620449,BOITEKONG,1.0
6620633,BOITEKONG,1.0
6620447,BOITEKONG,1.0
6620820,BOITEKONG,1.0
6620055,BOITEKONG,1.0
6620056,BOITEKONG,1.0
6620060,BOITEKONG,1.0
6620066,BOITEKONG,1.0
6620092,BOITEKONG,1.0
6620095,BOITEKONG,1.0
6620311,BOITEKONG,1.0
6620409,BOITEKONG,1.0
6620413,BOITEKONG,1.0
6620755,BOITEKONG,1.0
6620209,BOITEKONG,0.974705445265
6620051,BOITEKONG,0.962368464966
6620057,BOITEKONG,0.970570880136
6620061,BOITEKONG,1.0
6620071,BOITEKONG,1.0
6620072,BOITEKONG,0.954140084329
6620083,BOITEKONG,1.0
6620619,BOITEKONG,1.0
6620274,BOITEKONG,1.0
6620273,BOITEKONG,1.0
6620389,BOITEKONG,1.0
6620379,BOITEKONG,1.0
6620009,BOITEKONG,1.0
6620297,BOITEKONG,1.0
6620481,BOITEKONG,1.0
6620261,BOITEKONG,1.0
6620218,BOITEKONG,1.0
6620417,BOITEKONG,1.0
6620336,BOITEKONG,1.0
6620087,BOITEKONG,1.0
6620631,BOITEKONG,1.0
6620706,BOITEKONG,1.0
6620788,BOITEKONG,1.0
6620830,BOITEKONG,1.0
6620469,BOITEKONG,1.0
6620713,BOITEKONG,1.0
6620435,BOITEKONG,1.0
6620317,BOITEKONG,1.0
6620590,BOITEKONG,1.0
6620390,BOITEKONG,1.0
6620394,BOITEKONG,1.0
6620316,BOITEKONG,1.0
6620852,BOITEKONG,1.0
6620727,BOITEKONG,1.0
6620443,BOITEKONG,1.0
6620340,BOITEKONG,1.0
6620721,BOITEKONG,1.0
6620803,BOITEKONG,1.0
6620640,BOITEKONG,1.0
6620608,BOITEKONG,1.0
6620587,BOITEKONG,1.0
6620656,BOITEKONG,1.0
6620700,BOITEKONG,1.0
6620559,BOITEKONG,1.0
6620665,BOITEKONG,1.0
6620802,BOITEKONG,1.0
6620428,BOITEKONG,1.0
6620138,BOITEKONG,1.0
6620671,BOITEKONG,1.0
6620526,BOITEKONG,1.0
6620637,BOITEKONG,1.0
6620401,BOITEKONG,1.0
6620497,BOITEKONG,1.0
6620459,BOITEKONG,1.0
6620100,BOITEKONG,1.0
6620146,BOITEKONG,1.0
6620205,BOITEKONG,1.0
6620217,BOITEKONG,1.0
6620225,BOITEKONG,1.0
6620268,BOITEKONG,1.0
6620341,BOITEKONG,1.0
6620360,BOITEKONG,1.0
6620521,BOITEKONG,1.0
6620532,BOITEKONG,1.0
6620536,BOITEKONG,1.0
6620549,BOITEKONG,1.0
6620599,BOITEKONG,1.0
6620603,BOITEKONG,1.0
6620625,BOITEKONG,1.0
6620641,BOITEKONG,1.0
6620715,BOITEKONG,1.0
6620210,BOITEKONG,1.0
6620234,BOITEKONG,1.0
6620576,BOITEKONG,1.0
6620687,BOITEKONG,1.0
6620560,BOITEKONG,1.0
6620779,BOITEKONG,1.0
6620584,BOITEKONG,1.0
6620375,BOITEKONG,1.0
6620785,BOITEKONG,1.0
6620597,BOITEKONG,1.0
6620479,BOITEKONG,1.0
6620773,BOITEKONG,1.0
6620538,BOITEKONG,1.0
6620734,BOITEKONG,1.0
6620176,BOITEKONG,1.0
6620766,BOITEKONG,1.0
6620204,BOITEKONG,1.0
6620125,BOITEKONG,1.0
6620784,BOITEKONG,1.0
6620460,BOITEKONG,1.0
6620232,BOITEKONG,0.807805602974
6620666,BOITEKONG,1.0
6620425,BOITEKONG,1.0
6620718,BOITEKONG,0.84864578813
6620664,BOITEKONG,1.0
6620512,BOITEKONG,1.0
6620769,BOITEKONG,1.0
6620281,BOITEKONG,1.0
6620498,BOITEKONG,1.0
6620494,BOITEKONG,1.0
6620354,BOITEKONG,0.995527047578
6620402,BOITEKONG,1.0
6620461,BOITEKONG,1.0
6620270,BOITEKONG,0.653880424792
6620029,BOITEKONG,0.00235839010047
6620857,BOITEKONG,0.172586690349
6620331,BOITEKONG,0.795058475601
6620102,BOITEKONG,1.0
6620283,BOITEKONG,1.0
6620353,BOITEKONG,1.0
6620361,BOITEKONG,1.0
6620151,BOITEKONG,1.0
6620506,BOITEKONG,1.0
6620391,BOITEKONG,1.0
6620008,BOITEKONG,1.0
6620180,BOITEKONG,1.0
6620279,BOITEKONG,1.0
6620110,BOITEKONG,1.0
6620184,BOITEKONG,1.0
6620374,BOITEKONG,1.0
6620123,BOITEKONG,1.0
6620149,BOITEKONG,1.0
6620524,BOITEKONG,1.0
6620451,BOITEKONG,1.0
6620366,BOITEKONG,1.0
6620575,BOITEKONG,1.0
6620614,BOITEKONG,1.0
6620495,BOITEKONG,1.0
6620338,BOITEKONG,1.0
6620850,BOITEKONG,1.0
6620843,BOITEKONG,1.0
6620299,BOITEKONG,1.0
6620819,BOITEKONG,1.0
6620839,BOITEKONG,1.0
6620572,BOITEKONG,1.0
6620824,BOITEKONG,1.0
6620764,BOITEKONG,1.0
6620778,BOITEKONG,1.0
6620838,BOITEKONG,1.0
6620749,BOITEKONG,1.0
6620571,BOITEKONG,1.0
6620557,BOITEKONG,1.0
6620747,BOITEKONG,1.0
6620654,BOITEKONG,1.0
6620377,BOITEKONG,1.0
6620091,BOITEKONG,1.0
6620776,BOITEKONG,1.0
6620419,BOITEKONG,1.0
6620203,BOITEKONG,1.0
6620622,BOITEKONG,1.0
6620546,BOITEKONG,1.0
6620156,BOITEKONG,1.0
6620493,BOITEKONG,1.0
6620007,BOITEKONG,0.126682007995
6620010,BOITEKONG,0.971445420969
6620293,BOITEKONG,1.0
6620295,BOITEKONG,1.0
6620670,BOITEKONG,1.0
6620097,BOITEKONG,1.0
6620109,BOITEKONG,1.0
6620131,BOITEKONG,1.0
6620150,BOITEKONG,1.0
6620153,BOITEKONG,1.0
6620277,BOITEKONG,1.0
6620434,BOITEKONG,1.0
6620410,BOITEKONG,0.714085844938
6620015,BOITEKONG,0.24805279931
6620013,BOITEKONG,0.0134053457487
6620329,BOITEKONG,1.0
6620286,BOITEKONG,1.0
6620427,BOITEKONG,1.0
6620862,BOITEKONG,0.191456246274
3830358,KAGISHO,0.994329389357
3830133,KAGISHO,0.999283484897
3830083,KAGISHO,9.13548528906e-06
3830330,KAGISHO,1.0
3830265,KAGISHO,0.996210912867
3830261,KAGISHO,1.0
3830240,KAGISHO,1.0
3830190,KAGISHO,1.0
3830214,KAGISHO,0.995707133581
3830295,KAGISHO,1.0
3830029,KAGISHO,0.995218042819
3830208,KAGISHO,0.000323468213497
3830230,KAGISHO,1.0
3830155,KAGISHO,1.0
3830303,KAGISHO,0.00262308897681
3830116,KAGISHO,1.0
3830278,KAGISHO,0.00264076187808
3830322,KAGISHO,1.0
3830301,KAGISHO,1.0
3830180,KAGISHO,1.0
3830200,KAGISHO,1.0
3830095,KAGISHO,1.0
3830164,KAGISHO,1.0
3830359,KAGISHO,0.984684550067
3830024,KAGISHO,1.0
3830127,KAGISHO,0.00670869594619
3830175,KAGISHO,0.000270447695005
3830219,KAGISHO,0.999888949245
3830126,KAGISHO,0.00127231494333
3830176,KAGISHO,0.998618819252
3830263,KAGISHO,1.0
3830335,KAGISHO,0.996658329652
3830319,KAGISHO,1.0
3830185,KAGISHO,0.00224684289843
3830025,KAGISHO,0.995483834532
3830242,KAGISHO,0.0105654455189
3830194,KAGISHO,0.00764749357278
3830015,KAGISHO,1.0
3830204,KAGISHO,0.911103545571
3830336,KAGISHO,1.0
3830332,KAGISHO,0.999113397671
3830241,KAGISHO,1.0
3830297,KAGISHO,1.0
3830267,KAGISHO,0.997671118796
3830329,KAGISHO,0.000813174590639
3830186,KAGISHO,0.9996926988
3830246,KAGISHO,1.0
3830321,KAGISHO,1.0
3830272,KAGISHO,0.959981276059
3830308,KAGISHO,1.0
3830254,KAGISHO,1.0
3830211,KAGISHO,0.966036271359
3830184,KAGISHO,0.0133722260444
3830268,KAGISHO,1.0
3830312,KAGISHO,1.0
3830045,KAGISHO,0.894094746154
3830304,KAGISHO,0.0113889054959
3830238,KAGISHO,1.0
3830276,KAGISHO,1.0
3830258,KAGISHO,1.0
3830141,KAGISHO,1.0
3830166,KAGISHO,1.0
3830017,KAGISHO,1.0
3830182,KAGISHO,1.0
3830220,KAGISHO,1.0
3830026,KAGISHO,0.906153805482
3830255,KAGISHO,1.0
3830206,KAGISHO,1.0
3830288,KAGISHO,1.0
3830289,KAGISHO,1.0
3830196,KAGISHO,1.0
3830311,KAGISHO,1.0
3830168,KAGISHO,1.0
3830350,KAGISHO,6.28016756812e-05
3830354,KAGISHO,0.533766587873
3830178,KAGISHO,0.65687659703
3830234,KAGISHO,0.994925134338
3830296,KAGISHO,0.0737899869283
3830299,KAGISHO,0.289397289525
1720055,GRABOUW,0.178039801202
1720111,GRABOUW,0.00416433495016
1710114,GRABOUW,1.0
1710063,GRABOUW,1.0
1710082,GRABOUW,1.0
1710100,GRABOUW,1.0
1710107,GRABOUW,1.0
1710040,GRABOUW,1.0
1710113,GRABOUW,1.0
1710101,GRABOUW,1.0
1710103,GRABOUW,1.0
1710070,GRABOUW,1.0
1710047,GRABOUW,1.0
1710123,GRABOUW,1.0
1710061,GRABOUW,1.0
1710085,GRABOUW,1.0
1710080,GRABOUW,1.0
1710104,GRABOUW,1.0
1710115,GRABOUW,1.0
1710066,GRABOUW,1.0
1710112,GRABOUW,1.0
1710052,GRABOUW,1.0
1710122,GRABOUW,1.0
1710043,GRABOUW,1.0
1710059,GRABOUW,1.0
1710121,GRABOUW,1.0
1710097,GRABOUW,1.0
1720001,GRABOUW,0.00959434281475
1993968,GRABOUW,0.482157799428
1720012,GRABOUW,0.0539713474613
1710004,GRABOUW,7.76781743626e-07
1710139,GRABOUW,0.000287979346778
1710138,GRABOUW,1.0
1710096,GRABOUW,1.0
1710099,GRABOUW,1.0
1710042,GRABOUW,1.0
1710051,GRABOUW,1.0
1710027,GRABOUW,1.0
1710074,GRABOUW,1.0
1710009,GRABOUW,1.0
1710129,GRABOUW,1.0
1710110,GRABOUW,1.0
1710111,GRABOUW,1.0
1710054,GRABOUW,1.0
1710018,GRABOUW,1.0
1710007,GRABOUW,1.0
1710014,GRABOUW,1.0
1710010,GRABOUW,1.0
1710001,GRABOUW,1.0
1710032,GRABOUW,1.0
1710020,GRABOUW,1.0
1710026,GRABOUW,1.0
1710017,GRABOUW,1.0
1710005,GRABOUW,1.0
1710069,GRABOUW,1.0
1710144,GRABOUW,1.0
1710002,GRABOUW,1.0
1710141,GRABOUW,1.0
1710125,GRABOUW,1.0
1710130,GRABOUW,1.0
1710131,GRABOUW,1.0
1710067,GRABOUW,0.735565004196
1710145,GRABOUW,1.0
1710117,GRABOUW,1.0
1670177,GRABOUW,0.000166363270535
1710119,GRABOUW,0.40783390815
1710148,GRABOUW,0.000140787118762
1710135,GRABOUW,0.550086959942
1720007,GRABOUW,0.662966690377
1720008,GRABOUW,0.642808163849
1720014,GRABOUW,0.113153752517
1720086,GRABOUW,0.00284830543291
1720016,HERMANUS,0.0837939237194
1720045,HERMANUS,1.0
1720085,HERMANUS,1.0
1720131,HERMANUS,1.0
1720120,HERMANUS,1.0
1720070,HERMANUS,0.968906147693
1720115,HERMANUS,1.0
1720049,HERMANUS,1.0
1720122,HERMANUS,1.0
1720062,HERMANUS,1.0
1720079,HERMANUS,1.0
1720119,HERMANUS,1.0
1720019,HERMANUS,1.0
1720042,HERMANUS,1.0
1720133,HERMANUS,0.922277114413
1710106,HERMANUS,0.000544255456776
1710004,HERMANUS,0.00343460796705
1720050,HERMANUS,1.0
1720069,HERMANUS,0.977451764638
1720026,HERMANUS,1.0
1720018,HERMANUS,1.0
1720035,HERMANUS,0.913055252287
1720058,HERMANUS,1.0
1720027,HERMANUS,0.969653240705
1720030,HERMANUS,1.0
1720100,HERMANUS,1.0
1720102,HERMANUS,1.0
1720108,HERMANUS,1.0
1720063,HERMANUS,0.8909491944
1720036,HERMANUS,1.0
1720123,HERMANUS,1.0
1720028,HERMANUS,1.0
1720112,HERMANUS,1.0
1720039,HERMANUS,1.0
1720033,HERMANUS,0.985424057584
1720048,HERMANUS,1.0
1720076,HERMANUS,0.937232393567
1720021,HERMANUS,1.0
1720052,HERMANUS,1.0
1720096,HERMANUS,1.0
1720029,HERMANUS,0.907734902015
1720082,HERMANUS,0.885003215189
1720038,HERMANUS,0.922618817855
1720060,HERMANUS,1.0
1720040,HERMANUS,1.0
1720065,HERMANUS,1.0
1720067,HERMANUS,1.0
1720064,HERMANUS,0.969748258418
1720034,HERMANUS,1.0
1720078,HERMANUS,0.941630916184
1720088,HERMANUS,0.977545804823
1720023,HERMANUS,1.0
1720003,HERMANUS,1.0
1720017,HERMANUS,1.0
1720057,HERMANUS,0.816439733908
1720066,HERMANUS,0.960424137402
1720011,HERMANUS,1.0
1720068,HERMANUS,1.0
1720072,HERMANUS,1.0
1720073,HERMANUS,1.0
1720080,HERMANUS,1.0
1720083,HERMANUS,1.0
1720093,HERMANUS,1.0
1720095,HERMANUS,1.0
1720099,HERMANUS,1.0
1720101,HERMANUS,1.0
1720105,HERMANUS,1.0
1720106,HERMANUS,0.969735836088
1720109,HERMANUS,1.0
1720113,HERMANUS,1.0
1720116,HERMANUS,1.0
1720117,HERMANUS,1.0
1720125,HERMANUS,1.0
1720126,HERMANUS,1.0
1720129,HERMANUS,1.0
1720130,HERMANUS,1.0
1720132,HERMANUS,1.0
1720014,HERMANUS,0.00272128734613
1720006,HERMANUS,0.000109158716211
1720055,KLEINMOND,0.821960198798
1720024,KLEINMOND,0.972170513977
1720051,KLEINMOND,0.998224006382
1720013,KLEINMOND,0.953925495897
1720111,KLEINMOND,0.909339957859
1720118,KLEINMOND,1.0
1720001,KLEINMOND,0.981320445573
1720012,KLEINMOND,0.941063033163
1720133,KLEINMOND,0.0336177870811
1720008,KLEINMOND,0.139359685047
1720014,KLEINMOND,0.530445679755
1720006,KLEINMOND,0.999890841284
1720020,KLEINMOND,1.0
1720022,KLEINMOND,1.0
1720037,KLEINMOND,0.979054222735
1720056,KLEINMOND,0.984645714191
1720061,KLEINMOND,1.0
1720071,KLEINMOND,1.0
1720084,KLEINMOND,0.961843227848
1720086,KLEINMOND,0.997151694567
1720087,KLEINMOND,1.0
1720127,KLEINMOND,1.0
1730049,NAPIER,0.191564389991
1700063,NAPIER,0.000386797113308
1720015,NAPIER,0.355920810165
1720121,NAPIER,0.213592811175
1710124,NAPIER,0.000100384271353
1710118,NAPIER,0.000128261984552
1730052,NAPIER,1.0
1730053,NAPIER,1.0
1730056,NAPIER,1.0
1730058,NAPIER,1.0
1730007,NAPIER,1.0
1730006,NAPIER,0.450773043986
1730010,NAPIER,0.452971607479
1730018,NAPIER,0.999927820334
1730022,NAPIER,0.0468568760948
1730028,NAPIER,0.438945704875
1730035,NAPIER,0.690151486071
1730036,NAPIER,0.995656506361
3710006,DE AAR,0.265599221925
3710009,DE AAR,0.277242125285
3710003,DE AAR,1.0
3730014,DE AAR,3.02789476039e-05
3690009,DE AAR,6.2984111217e-05
3690017,DE AAR,0.000801299715494
3710008,DE AAR,0.556403581069
3710014,DE AAR,0.924422923486
3710011,DE AAR,0.100790255322
3730004,DE AAR,8.14451921432e-05
3710049,DE AAR,1.0
3710037,DE AAR,1.0
3710063,DE AAR,0.0456227334485
3710024,DE AAR,0.0679236191459
3710046,DE AAR,0.0766521543342
3710065,DE AAR,0.103203973066
3710051,DE AAR,0.452909671329
3710039,DE AAR,1.0
3710050,DE AAR,0.352600157653
3710061,DE AAR,0.0287616225946
3710017,DE AAR,1.0
3710052,DE AAR,0.0361852339482
3710027,DE AAR,1.0
3710018,DE AAR,1.0
3710015,DE AAR,1.0
3710019,DE AAR,1.0
3710034,DE AAR,1.0
3710023,DE AAR,1.0
3710032,DE AAR,1.0
3710042,DE AAR,1.0
3710036,DE AAR,1.0
3710020,DE AAR,1.0
3710025,DE AAR,1.0
3710035,DE AAR,1.0
3710043,DE AAR,1.0
3710021,DE AAR,1.0
3710007,DE AAR,1.0
3710059,DE AAR,1.0
3710016,DE AAR,1.0
3710022,DE AAR,1.0
3710002,DE AAR,1.0
9830022,ELANDSKRAAL,4.73187384892e-05
9830083,ELANDSKRAAL,1.0
9830139,ELANDSKRAAL,1.0
9830100,ELANDSKRAAL,1.0
9830051,ELANDSKRAAL,1.0
9830143,ELANDSKRAAL,1.0
9830141,ELANDSKRAAL,1.0
9790013,ELANDSKRAAL,7.92328688024e-05
9790026,ELANDSKRAAL,0.502321764647
9830218,ELANDSKRAAL,1.0
9830163,ELANDSKRAAL,1.0
9830158,ELANDSKRAAL,1.0
9830136,ELANDSKRAAL,1.0
9830128,ELANDSKRAAL,1.0
9830186,ELANDSKRAAL,1.0
9830161,ELANDSKRAAL,1.0
9830222,ELANDSKRAAL,1.0
9830198,ELANDSKRAAL,1.0
9830131,ELANDSKRAAL,1.0
9830165,ELANDSKRAAL,1.0
9830106,ELANDSKRAAL,1.0
9830069,ELANDSKRAAL,1.0
9830072,ELANDSKRAAL,1.0
9830144,ELANDSKRAAL,1.0
9830166,ELANDSKRAAL,1.0
9830075,ELANDSKRAAL,1.0
9830091,ELANDSKRAAL,1.0
9830046,ELANDSKRAAL,1.0
9830109,ELANDSKRAAL,1.0
9760282,ELANDSKRAAL,1.0
9830018,ELANDSKRAAL,0.524696110732
9760354,ELANDSKRAAL,1.0
9760152,ELANDSKRAAL,1.0
9760066,ELANDSKRAAL,1.0
9760211,ELANDSKRAAL,0.151833344759
9760448,ELANDSKRAAL,3.37147036015e-05
9760162,ELANDSKRAAL,0.0705970129306
9760014,ELANDSKRAAL,1.0
9760314,ELANDSKRAAL,0.109829732998
9760453,ELANDSKRAAL,0.0573300327278
9760053,ELANDSKRAAL,0.00351837658768
9760306,ELANDSKRAAL,0.1724615239
9760012,ELANDSKRAAL,4.2410603021e-05
9790007,ELANDSKRAAL,3.84769779928e-05
9870066,MECKLENBURG,0.010415593309
9870071,MECKLENBURG,0.406119587438
9870515,MECKLENBURG,0.861208791609
9870295,MECKLENBURG,0.851453502496
9870513,MECKLENBURG,1.0
9870068,MECKLENBURG,1.0
9870094,MECKLENBURG,1.0
9870448,MECKLENBURG,1.0
9870002,MECKLENBURG,0.415381312698
9870339,MECKLENBURG,1.0
9870566,MECKLENBURG,0.584147883842
9870367,MECKLENBURG,0.466749518793
9870009,MECKLENBURG,1.0
9870358,MECKLENBURG,1.0
9870440,MECKLENBURG,0.775734894552
9870347,MECKLENBURG,0.589529375836
9870212,MECKLENBURG,1.0
9870191,MECKLENBURG,1.0
9870315,MECKLENBURG,1.0
9870168,MECKLENBURG,1.0
9870516,MECKLENBURG,1.0
9870464,MECKLENBURG,1.0
9870541,MECKLENBURG,1.0
9870494,MECKLENBURG,1.0
9870490,MECKLENBURG,1.0
9870202,MECKLENBURG,0.793906057895
9870112,MECKLENBURG,0.668108212626
9870404,MECKLENBURG,1.0
9870443,MECKLENBURG,1.0
9870531,MECKLENBURG,1.0
9870169,MECKLENBURG,1.0
9870354,MECKLENBURG,1.0
9870270,MECKLENBURG,1.0
9870316,MECKLENBURG,1.0
9870175,MECKLENBURG,1.0
9870162,MECKLENBURG,1.0
9870229,MECKLENBURG,1.0
9870271,MECKLENBURG,0.940971542418
9870265,MECKLENBURG,1.0
9870195,MECKLENBURG,0.904375115334
9870299,MECKLENBURG,1.0
9870291,MECKLENBURG,1.0
9870107,MECKLENBURG,0.585239681701
9870303,MECKLENBURG,0.0463389167816
9870006,MECKLENBURG,1.0
9870008,MECKLENBURG,1.0
9870457,MECKLENBURG,1.0
9870572,MECKLENBURG,1.0
9870560,MECKLENBURG,1.0
9870217,MECKLENBURG,1.0
9870076,MECKLENBURG,1.0
9870571,MECKLENBURG,1.0
9870563,MECKLENBURG,1.0
9870235,MECKLENBURG,1.0
9870477,MECKLENBURG,1.0
9870015,MECKLENBURG,1.0
9870378,MECKLENBURG,1.0
9870267,MECKLENBURG,1.0
9870577,MECKLENBURG,1.0
9870120,MECKLENBURG,1.0
9870152,MECKLENBURG,1.0
9870247,MECKLENBURG,1.0
9870170,MECKLENBURG,1.0
9870323,MECKLENBURG,1.0
9870438,MECKLENBURG,1.0
9870336,MECKLENBURG,1.0
9870489,MECKLENBURG,1.0
9870001,MECKLENBURG,1.0
9870469,MECKLENBURG,1.0
9870481,MECKLENBURG,1.0
9870454,MECKLENBURG,1.0
9870395,MECKLENBURG,1.0
9870300,MECKLENBURG,1.0
9870057,MECKLENBURG,1.0
9870549,MECKLENBURG,1.0
9870508,MECKLENBURG,1.0
9870459,MECKLENBURG,1.0
9870293,MECKLENBURG,1.0
9870568,MECKLENBURG,1.0
9870018,MECKLENBURG,1.0
9870287,MECKLENBURG,1.0
9870312,MECKLENBURG,1.0
9870361,MECKLENBURG,1.0
9870359,MECKLENBURG,1.0
9870555,MECKLENBURG,1.0
9870144,MECKLENBURG,1.0
9870470,MECKLENBURG,1.0
9870326,MECKLENBURG,1.0
9870320,MECKLENBURG,1.0
9870519,MECKLENBURG,1.0
9870441,MECKLENBURG,1.0
9870550,MECKLENBURG,1.0
9870183,MECKLENBURG,1.0
9870390,MECKLENBURG,1.0
9870387,MECKLENBURG,1.0
9870128,MECKLENBURG,1.0
9870452,MECKLENBURG,1.0
9870274,MECKLENBURG,1.0
9870475,MECKLENBURG,1.0
9870435,MECKLENBURG,1.0
9870416,MECKLENBURG,1.0
9870322,MECKLENBURG,1.0
9870310,MECKLENBURG,1.0
9870501,MECKLENBURG,1.0
9870222,MECKLENBURG,1.0
9870200,MECKLENBURG,1.0
9870431,MECKLENBURG,1.0
9860031,MECKLENBURG,1.0
9860102,MECKLENBURG,1.0
9870365,MECKLENBURG,1.0
9870046,MECKLENBURG,1.0
9870241,MECKLENBURG,1.0
9870376,MECKLENBURG,1.0
9870360,MECKLENBURG,1.0
9870131,MECKLENBURG,1.0
9870182,MECKLENBURG,1.0
9870084,MECKLENBURG,1.0
9870160,MECKLENBURG,1.0
9870228,MECKLENBURG,1.0
9870281,MECKLENBURG,1.0
9870236,MECKLENBURG,1.0
9870056,MECKLENBURG,1.0
9870302,MECKLENBURG,1.0
9870208,MECKLENBURG,1.0
9870240,MECKLENBURG,1.0
9870383,MECKLENBURG,1.0
9870193,MECKLENBURG,1.0
9870172,MECKLENBURG,1.0
9870325,MECKLENBURG,1.0
9870412,MECKLENBURG,1.0
9870348,MECKLENBURG,1.0
9870382,MECKLENBURG,1.0
9870159,MECKLENBURG,1.0
9870250,MECKLENBURG,1.0
9870050,MECKLENBURG,1.0
9870570,MECKLENBURG,1.0
9870262,MECKLENBURG,1.0
9870024,MECKLENBURG,1.0
9870261,MECKLENBURG,1.0
9870123,MECKLENBURG,1.0
9870346,MECKLENBURG,1.0
9870333,MECKLENBURG,1.0
9870535,MECKLENBURG,1.0
9870140,MECKLENBURG,1.0
9870136,MECKLENBURG,1.0
9870210,MECKLENBURG,1.0
9870225,MECKLENBURG,1.0
9870314,MECKLENBURG,1.0
9870447,MECKLENBURG,1.0
9870064,MECKLENBURG,1.0
9870548,MECKLENBURG,1.0
9870113,MECKLENBURG,1.0
9870184,MECKLENBURG,1.0
9870255,MECKLENBURG,1.0
9870439,MECKLENBURG,1.0
9870567,MECKLENBURG,1.0
9870042,MECKLENBURG,1.0
9870102,MECKLENBURG,1.0
9870209,MECKLENBURG,1.0
9870545,MECKLENBURG,1.0
9870499,MECKLENBURG,1.0
9870552,MECKLENBURG,1.0
9870109,MECKLENBURG,1.0
9870132,MECKLENBURG,1.0
9870307,MECKLENBURG,1.0
9870458,MECKLENBURG,1.0
9870482,MECKLENBURG,1.0
9870495,MECKLENBURG,1.0
9870027,MECKLENBURG,1.0
9870074,MECKLENBURG,1.0
9870309,MECKLENBURG,1.0
9870521,MECKLENBURG,1.0
9870466,MECKLENBURG,1.0
9870058,MECKLENBURG,1.0
9860173,MECKLENBURG,1.0
9860189,MECKLENBURG,1.0
9860202,MECKLENBURG,1.0
9860197,MECKLENBURG,1.0
9860175,MECKLENBURG,1.0
9860108,MECKLENBURG,0.98622229961
9860022,MECKLENBURG,0.554457017009
9860065,MECKLENBURG,1.0
9860199,MECKLENBURG,1.0
9860130,MECKLENBURG,1.0
9860200,MECKLENBURG,1.0
9860057,MECKLENBURG,1.0
9860191,MECKLENBURG,1.0
9860069,MECKLENBURG,1.0
9860147,MECKLENBURG,1.0
9860141,MECKLENBURG,1.0
9860004,MECKLENBURG,0.663446785203
9860203,MECKLENBURG,1.0
9860172,MECKLENBURG,1.0
9860187,MECKLENBURG,1.0
9860029,MECKLENBURG,1.0
9860056,MECKLENBURG,1.0
9860049,MECKLENBURG,1.0
9860050,MECKLENBURG,1.0
9860014,MECKLENBURG,1.0
9860012,MECKLENBURG,1.0
9860035,MECKLENBURG,1.0
9860018,MECKLENBURG,1.0
9760005,MECKLENBURG,0.00461003958622
9760011,MECKLENBURG,8.86910158565e-06
